F,0.4350,0.3500,0.1250,0.4590,0.1970,0.1145,0.1450
F,0.4800,0.3650,0.1350,0.6395,0.2945,0.1130,0.1750
M,0.6350,0.5250,0.2050,1.4840,0.5500,0.3115,0.4300
M,0.5450,0.4600,0.1600,0.8975,0.3410,0.1655,0.3450
I,0.5750,0.4300,0.1300,0.7425,0.2895,0.2005,0.2200
M,0.4650,0.3400,0.1050,0.4860,0.2310,0.1035,0.1225
F,0.6000,0.4700,0.1500,0.9220,0.3630,0.1940,0.3050
I,0.1600,0.1100,0.0250,0.0180,0.0065,0.0055,0.0050
I,0.4400,0.3500,0.1250,0.4560,0.2100,0.0955,0.1310
M,0.5000,0.3900,0.1350,0.6595,0.3145,0.1535,0.1565
M,0.5950,0.4550,0.1450,0.9420,0.4300,0.1820,0.2770
M,0.5150,0.4000,0.1600,0.8175,0.2515,0.1560,0.3000
M,0.5150,0.4000,0.1400,0.6335,0.2880,0.1450,0.1680
I,0.4950,0.3300,0.1000,0.4400,0.1770,0.0950,0.1500
F,0.7200,0.5500,0.1800,1.5200,0.6370,0.3250,0.4350
I,0.2400,0.1850,0.0700,0.0715,0.0260,0.0180,0.0250
F,0.5900,0.4600,0.1600,1.0115,0.4450,0.2615,0.2565
F,0.6700,0.5250,0.1950,1.3700,0.6065,0.2955,0.4070
M,0.6500,0.5100,0.1750,1.3165,0.6345,0.2605,0.3640
F,0.3500,0.2750,0.0650,0.2050,0.0745,0.0465,0.0700
F,0.6350,0.4950,0.1800,1.5960,0.6170,0.3170,0.3700
M,0.2750,0.2000,0.0800,0.0990,0.0370,0.0240,0.0300
M,0.5150,0.4050,0.1300,0.7220,0.3200,0.1310,0.2100
M,0.6300,0.4800,0.1500,1.1785,0.5185,0.2480,0.3235
M,0.5450,0.4400,0.1400,0.8395,0.3560,0.1905,0.2385
F,0.5850,0.4650,0.1450,0.9855,0.4325,0.2145,0.2845
M,0.5250,0.4250,0.1200,0.8665,0.2825,0.1760,0.2900
I,0.3400,0.2450,0.0850,0.2015,0.1005,0.0380,0.0530
M,0.5750,0.4500,0.1600,0.9550,0.4400,0.1685,0.2700
I,0.5250,0.3900,0.1050,0.5670,0.2875,0.1075,0.1600
M,0.5300,0.4150,0.1400,0.7240,0.3105,0.1675,0.2050
I,0.4750,0.3550,0.1150,0.5195,0.2790,0.0880,0.1325
F,0.4650,0.3550,0.1150,0.4705,0.1955,0.1180,0.1260
I,0.4200,0.3100,0.0950,0.2790,0.1255,0.0510,0.0880
M,0.4900,0.3950,0.1400,0.5490,0.2215,0.1275,0.1500
I,0.4850,0.3700,0.1150,0.6370,0.3800,0.1335,0.1280
M,0.4650,0.3600,0.0800,0.4880,0.1910,0.1250,0.1550
F,0.5050,0.4100,0.1350,0.6570,0.2910,0.1330,0.1950
F,0.4600,0.4250,0.1550,0.7460,0.3005,0.1520,0.2400
I,0.4750,0.3650,0.1150,0.4900,0.2230,0.1235,0.1335
I,0.4000,0.3150,0.0850,0.2675,0.1160,0.0585,0.0765
F,0.5100,0.3950,0.1200,0.6175,0.2620,0.1220,0.1930
M,0.4550,0.3500,0.1050,0.4160,0.1625,0.0970,0.1450
I,0.3000,0.2300,0.0950,0.1385,0.0560,0.0365,0.0370
F,0.6750,0.5400,0.2100,1.5930,0.6860,0.3180,0.4500
I,0.3200,0.2400,0.0850,0.1310,0.0615,0.0265,0.0380
M,0.4000,0.3050,0.0850,0.2970,0.1080,0.0705,0.1000
F,0.6750,0.5500,0.1900,1.5510,0.7105,0.3685,0.4120
I,0.4350,0.3400,0.1200,0.3960,0.1775,0.0810,0.1250
M,0.5550,0.4350,0.1450,0.9685,0.4985,0.1680,0.2385
F,0.3450,0.2600,0.0900,0.2070,0.0775,0.0435,0.0765
I,0.5000,0.3700,0.1150,0.5745,0.3060,0.1120,0.1410
I,0.4400,0.3400,0.1250,0.4895,0.1735,0.0875,0.2000
I,0.4950,0.3700,0.1250,0.4775,0.1850,0.0705,0.1690
I,0.3300,0.2650,0.0850,0.1960,0.0775,0.0305,0.0445
M,0.3700,0.2800,0.0950,0.2225,0.0805,0.0510,0.0750
M,0.5700,0.4450,0.1400,1.0635,0.5265,0.2195,0.2400
M,0.4400,0.3750,0.1300,0.4870,0.2260,0.0965,0.1550
I,0.5450,0.4300,0.1500,0.7420,0.3525,0.1580,0.2080
F,0.4850,0.3650,0.1500,0.9145,0.4145,0.1990,0.2730
F,0.4400,0.3450,0.1050,0.4285,0.1650,0.0830,0.1320
M,0.5500,0.4100,0.1300,0.8705,0.4455,0.2115,0.2130
F,0.5750,0.4600,0.1500,0.9270,0.3330,0.2070,0.2985
M,0.5350,0.4200,0.1650,0.9195,0.3355,0.1985,0.2600
M,0.6300,0.5100,0.2300,1.5390,0.5635,0.2815,0.5700
I,0.2650,0.1950,0.0600,0.0920,0.0345,0.0250,0.0245
M,0.5000,0.3750,0.1500,0.6360,0.2535,0.1450,0.1900
M,0.4200,0.3400,0.1250,0.4495,0.1650,0.1125,0.1440
M,0.6200,0.5000,0.1800,1.3915,0.7260,0.2795,0.3320
F,0.5900,0.4500,0.1600,0.9000,0.3580,0.1560,0.3150
F,0.3450,0.2550,0.1000,0.1970,0.0710,0.0510,0.0600
F,0.6800,0.5500,0.1750,1.4730,0.7130,0.2820,0.4295
M,0.6000,0.4750,0.1600,1.1640,0.5045,0.2635,0.3350
M,0.4600,0.3750,0.1350,0.4935,0.1860,0.0845,0.1700
I,0.4000,0.3100,0.1000,0.3060,0.1300,0.0600,0.0940
F,0.3700,0.2800,0.1100,0.2305,0.0945,0.0465,0.0750
M,0.5750,0.4700,0.1400,0.8375,0.3485,0.1735,0.2400
F,0.5700,0.4550,0.1500,1.1070,0.5400,0.2550,0.2700
I,0.5650,0.4300,0.1500,0.8215,0.3320,0.1685,0.2900
M,0.3000,0.2400,0.0900,0.1610,0.0725,0.0390,0.0500
M,0.5100,0.3950,0.1250,0.5805,0.2440,0.1335,0.1880
M,0.4250,0.3150,0.1250,0.3525,0.1135,0.0565,0.1300
I,0.2050,0.1500,0.0650,0.0400,0.0200,0.0110,0.0130
F,0.6450,0.5000,0.1550,1.2205,0.6145,0.2360,0.3185
M,0.5150,0.3800,0.1750,0.9565,0.3250,0.1580,0.3100
F,0.5250,0.4150,0.1500,0.7155,0.2355,0.1710,0.2700
F,0.5500,0.4700,0.1500,0.9205,0.3810,0.2435,0.2675
F,0.4350,0.3250,0.1100,0.4335,0.1780,0.0985,0.1550
M,0.4550,0.3550,0.1350,0.4745,0.1865,0.0935,0.1680
M,0.2950,0.2250,0.0900,0.1385,0.0480,0.0460,0.0500
I,0.0750,0.0550,0.0100,0.0020,0.0010,0.0005,0.0015
I,0.5000,0.3600,0.1200,0.4390,0.1875,0.1055,0.1305
F,0.6700,0.5100,0.1550,1.2780,0.5605,0.3045,0.3580
M,0.5250,0.4350,0.1550,1.0650,0.4860,0.2330,0.2850
I,0.1300,0.0950,0.0350,0.0105,0.0050,0.0065,0.0035
F,0.4200,0.3300,0.1250,0.4630,0.1860,0.1100,0.1450
I,0.4500,0.3300,0.1050,0.3715,0.1865,0.0785,0.0975
I,0.4300,0.3150,0.1150,0.3840,0.1885,0.0715,0.1100
M,0.6050,0.4550,0.1600,1.1035,0.4210,0.3015,0.3250
I,0.4950,0.3750,0.1150,0.5755,0.3100,0.1145,0.1395
M,0.4700,0.3800,0.1450,0.5865,0.2385,0.1440,0.1850
F,0.6950,0.5600,0.1850,1.7715,0.8195,0.3310,0.4370
I,0.2950,0.2200,0.0650,0.1295,0.0520,0.0280,0.0350
F,0.5350,0.4000,0.1350,0.8215,0.3935,0.1960,0.2050
I,0.3750,0.3050,0.1150,0.2715,0.0920,0.0740,0.0900
M,0.4400,0.3650,0.1250,0.5160,0.2155,0.1140,0.1550
F,0.4250,0.3350,0.0950,0.3220,0.1205,0.0610,0.1250
F,0.6600,0.5050,0.1850,1.5280,0.6900,0.3025,0.4410
F,0.5850,0.4650,0.1650,0.9355,0.4035,0.2275,0.2590
M,0.5650,0.4650,0.1500,1.1285,0.3770,0.3525,0.3300
I,0.3700,0.2800,0.0900,0.2565,0.1255,0.0645,0.0645
I,0.5100,0.4050,0.1200,0.6100,0.2290,0.1310,0.2350
M,0.6000,0.5000,0.1600,1.0150,0.3995,0.1735,0.3300
F,0.6100,0.4850,0.1650,1.0915,0.3935,0.2435,0.3300
M,0.7300,0.5850,0.2250,2.2305,1.2395,0.4220,0.5630
I,0.3150,0.2300,0.0900,0.1285,0.0430,0.0400,0.0400
M,0.5900,0.4800,0.1600,1.2620,0.5685,0.2725,0.3350
M,0.4950,0.3750,0.1150,0.6245,0.2820,0.1430,0.1550
M,0.5800,0.4600,0.1500,1.0490,0.5205,0.1935,0.3050
M,0.3700,0.2650,0.0750,0.2140,0.0900,0.0510,0.0700
M,0.6200,0.4800,0.1500,1.1015,0.4965,0.2430,0.3050
F,0.4100,0.3050,0.1000,0.3630,0.1735,0.0650,0.1100
M,0.5800,0.4500,0.1550,0.8275,0.3210,0.1975,0.2445
M,0.5900,0.4500,0.1850,1.2830,0.4730,0.2760,0.4250
M,0.5150,0.3900,0.1400,0.6780,0.3410,0.1325,0.1190
I,0.3600,0.2850,0.1050,0.2415,0.0915,0.0570,0.0750
I,0.3600,0.2700,0.0900,0.2320,0.1200,0.0435,0.0560
M,0.6150,0.4800,0.1800,1.1595,0.4845,0.2165,0.3250
F,0.6350,0.5100,0.1700,1.2235,0.5320,0.2710,0.3540
F,0.6100,0.4950,0.1850,1.1085,0.3705,0.3135,0.3300
M,0.6650,0.5250,0.1550,1.3575,0.5325,0.3045,0.4485
M,0.6700,0.5350,0.1900,1.6690,0.7465,0.2935,0.5080
M,0.5100,0.3900,0.1250,0.6565,0.2620,0.1835,0.1750
M,0.4150,0.3450,0.1350,0.3865,0.1280,0.0700,0.1480
F,0.6400,0.5000,0.1500,1.0705,0.3710,0.2705,0.3600
M,0.5200,0.3850,0.1400,0.6595,0.2485,0.2035,0.1600
M,0.5950,0.4350,0.1600,1.0570,0.4255,0.2240,0.3100
I,0.5250,0.4050,0.1250,0.6570,0.2985,0.1505,0.1680
M,0.4450,0.3400,0.1200,0.4475,0.1930,0.1035,0.1300
I,0.4000,0.2650,0.1000,0.2775,0.1245,0.0605,0.0800
M,0.5400,0.4100,0.1450,0.9890,0.2815,0.2130,0.3550
M,0.6550,0.5050,0.1650,1.2700,0.6035,0.2620,0.3350
M,0.4800,0.3700,0.1000,0.5135,0.2430,0.1015,0.1350
F,0.5500,0.4400,0.1250,0.7650,0.3300,0.2125,0.2450
I,0.3600,0.3000,0.0850,0.2700,0.1185,0.0640,0.0745
M,0.7050,0.5500,0.2100,1.4385,0.6550,0.3255,0.4620
F,0.6700,0.5250,0.1950,1.4200,0.5730,0.3680,0.3905
I,0.4100,0.3000,0.1000,0.2820,0.1255,0.0570,0.0875
M,0.5950,0.4750,0.1650,1.2130,0.6210,0.2435,0.2740
M,0.3850,0.3100,0.1000,0.2845,0.1065,0.0750,0.1000
I,0.4750,0.3500,0.1100,0.4565,0.2060,0.0990,0.1300
M,0.6450,0.5000,0.1750,1.5105,0.6735,0.3755,0.3775
F,0.5150,0.4300,0.1400,0.8340,0.3670,0.2000,0.2300
M,0.5100,0.3900,0.1350,0.7690,0.3935,0.1455,0.1900
F,0.5200,0.3750,0.1350,0.5375,0.2210,0.1170,0.1700
I,0.5500,0.4350,0.1250,0.7410,0.3480,0.1585,0.2060
M,0.5150,0.3900,0.1550,0.7125,0.3695,0.1370,0.1550
F,0.5950,0.4650,0.1400,1.1130,0.5175,0.2440,0.3050
M,0.5800,0.4600,0.1650,1.2275,0.4730,0.1965,0.4350
I,0.2500,0.1750,0.0600,0.0635,0.0275,0.0080,0.0200
M,0.4950,0.3800,0.1200,0.4740,0.1970,0.1065,0.1545
I,0.3650,0.2700,0.0900,0.2155,0.1005,0.0490,0.0655
F,0.5100,0.3850,0.1350,0.6320,0.2820,0.1450,0.1700
M,0.6300,0.4800,0.1850,1.2100,0.5300,0.2555,0.3220
M,0.5950,0.4550,0.1500,1.0440,0.5180,0.2205,0.2700
M,0.4700,0.3700,0.1200,0.5795,0.2930,0.2270,0.1400
M,0.7200,0.5850,0.2200,1.9140,0.9155,0.4480,0.4790
I,0.4450,0.3350,0.1100,0.4110,0.1985,0.0935,0.1090
F,0.6100,0.4750,0.1400,1.1330,0.5275,0.2355,0.3500
I,0.5150,0.3900,0.1200,0.5650,0.2350,0.1350,0.1790
M,0.4650,0.3550,0.1250,0.5255,0.2025,0.1350,0.1450
M,0.5900,0.4350,0.1650,0.9765,0.4525,0.2395,0.2350
F,0.5800,0.4600,0.1200,0.9935,0.4625,0.2385,0.2800
I,0.3000,0.2350,0.0800,0.1310,0.0500,0.0265,0.0430
F,0.5850,0.4600,0.1500,1.0035,0.5030,0.2105,0.2515
F,0.6700,0.5350,0.1850,1.5970,0.6275,0.3500,0.4700
I,0.5500,0.4500,0.1400,0.7530,0.3445,0.1325,0.2400
M,0.7650,0.5850,0.1800,2.3980,1.1280,0.5120,0.5335
I,0.5600,0.4450,0.1550,0.8735,0.3005,0.2090,0.2750
F,0.5250,0.4300,0.1650,0.7170,0.2890,0.1745,0.1950
I,0.4150,0.3100,0.1050,0.3595,0.1670,0.0830,0.0915
M,0.6400,0.5000,0.1750,1.2730,0.5065,0.2925,0.4050
I,0.4500,0.3500,0.1300,0.5470,0.2450,0.1405,0.1405
I,0.4600,0.3650,0.1100,0.4495,0.1755,0.1020,0.1500
M,0.6700,0.5100,0.1800,1.6800,0.9260,0.2975,0.3935
I,0.2550,0.1900,0.0600,0.0860,0.0400,0.0185,0.0250
M,0.4850,0.3550,0.1200,0.5470,0.2150,0.1615,0.1400
I,0.5050,0.4250,0.1250,0.6115,0.2450,0.1375,0.2000
M,0.4250,0.3350,0.1000,0.4085,0.1755,0.0920,0.1350
I,0.4800,0.3550,0.1100,0.4495,0.2010,0.0890,0.1400
F,0.7150,0.5850,0.2300,2.0725,0.8655,0.4095,0.5650
I,0.3900,0.3150,0.0900,0.3095,0.1470,0.0500,0.0900
I,0.4350,0.3450,0.1200,0.4475,0.2210,0.1120,0.1250
M,0.6500,0.5150,0.1800,1.3315,0.5665,0.3470,0.4050
M,0.5350,0.4300,0.1400,0.7165,0.2855,0.1595,0.2155
I,0.2900,0.2250,0.0700,0.1010,0.0360,0.0235,0.0350
I,0.4250,0.3100,0.0950,0.3505,0.1645,0.0710,0.1000
F,0.5600,0.4100,0.1600,0.8215,0.3420,0.1840,0.2530
M,0.5600,0.4550,0.1550,0.7970,0.3400,0.1900,0.2425
M,0.4950,0.3900,0.1500,0.8530,0.3285,0.1890,0.2700
I,0.5900,0.4650,0.1950,1.0885,0.3685,0.1870,0.3750
F,0.3350,0.2200,0.0700,0.1700,0.0760,0.0365,0.0500
I,0.2450,0.1900,0.0600,0.0860,0.0420,0.0140,0.0250
M,0.5300,0.4350,0.1350,0.7365,0.3275,0.1315,0.2200
F,0.6600,0.5300,0.1800,1.5175,0.7765,0.3020,0.4010
F,0.5000,0.4000,0.1400,0.6615,0.2565,0.1755,0.2200
F,0.4750,0.3800,0.1400,0.6890,0.3165,0.1315,0.1955
M,0.5550,0.4050,0.1900,1.4060,0.6115,0.3420,0.3890
I,0.2800,0.2100,0.0850,0.1075,0.0415,0.0240,0.0340
F,0.3900,0.2900,0.1250,0.3055,0.1210,0.0820,0.0900
I,0.1700,0.1300,0.0950,0.0300,0.0130,0.0080,0.0100
I,0.4750,0.3650,0.1400,0.4545,0.1710,0.1180,0.1580
I,0.5300,0.4200,0.1850,0.7520,0.2990,0.1560,0.2050
F,0.6350,0.5000,0.1500,1.3760,0.6495,0.3610,0.3100
M,0.5350,0.4400,0.1500,0.6765,0.2560,0.1390,0.2600
M,0.5250,0.4100,0.1300,0.6875,0.3435,0.1495,0.1765
F,0.5150,0.4000,0.1150,0.5780,0.1910,0.1445,0.1700
M,0.6100,0.4750,0.1750,1.0240,0.4090,0.2610,0.3220
M,0.6500,0.4950,0.1700,1.2760,0.6215,0.2305,0.3990
F,0.7250,0.5600,0.2100,2.1410,0.6500,0.3980,1.0050
M,0.6000,0.5100,0.1850,1.2850,0.6095,0.2745,0.3150
I,0.6050,0.4950,0.1450,1.0540,0.3690,0.2255,0.3600
I,0.5850,0.4600,0.1450,0.8465,0.3390,0.1670,0.2950
M,0.4050,0.3100,0.1000,0.3850,0.1730,0.0915,0.1100
F,0.3450,0.2500,0.0900,0.2030,0.0780,0.0590,0.0550
I,0.4200,0.3050,0.1000,0.3415,0.1645,0.0775,0.0860
I,0.2550,0.1850,0.0600,0.0925,0.0390,0.0210,0.0250
F,0.5900,0.4650,0.1700,1.0425,0.4635,0.2400,0.2700
I,0.5150,0.3750,0.1400,0.6505,0.2495,0.1410,0.2215
I,0.5800,0.4200,0.1400,0.7010,0.3285,0.1020,0.2255
F,0.5750,0.4750,0.1600,0.8950,0.3605,0.2210,0.2710
I,0.4650,0.3450,0.1050,0.4015,0.2420,0.0345,0.1090
I,0.5500,0.4250,0.1450,0.8900,0.4325,0.1710,0.2360
F,0.5400,0.4400,0.1600,1.0905,0.3910,0.2295,0.3550
I,0.3950,0.3000,0.0900,0.2530,0.1155,0.0500,0.0750
I,0.3800,0.2750,0.1000,0.2255,0.0800,0.0490,0.0850
M,0.3100,0.2250,0.0750,0.1295,0.0455,0.0335,0.0440
M,0.6600,0.5150,0.1950,1.5655,0.7345,0.3530,0.3860
I,0.5800,0.4350,0.1500,0.8915,0.3630,0.1925,0.2515
M,0.6250,0.4700,0.1750,1.1790,0.6050,0.2580,0.2710
I,0.5300,0.4050,0.1300,0.6615,0.2945,0.1395,0.1900
F,0.6300,0.4800,0.1750,1.3675,0.5015,0.3035,0.5150
I,0.2500,0.1800,0.0650,0.0805,0.0345,0.0185,0.0215
F,0.6550,0.4900,0.1600,1.2040,0.5455,0.2615,0.3225
F,0.6700,0.5500,0.1900,1.3905,0.5425,0.3035,0.4000
F,0.6500,0.4950,0.1750,1.2270,0.5280,0.2580,0.3700
F,0.5600,0.4650,0.1600,1.0315,0.4320,0.2025,0.3370
F,0.4650,0.3500,0.1300,0.4940,0.1945,0.1030,0.1550
F,0.4950,0.3700,0.1200,0.5940,0.2800,0.1100,0.1375
F,0.7400,0.5750,0.2200,2.0120,0.8915,0.5265,0.4710
F,0.4800,0.3700,0.1300,0.5885,0.2475,0.1505,0.1595
I,0.4700,0.3700,0.1200,0.4705,0.1845,0.1055,0.1550
I,0.1800,0.1350,0.0800,0.0330,0.0145,0.0070,0.0100
F,0.5950,0.4800,0.1600,1.2095,0.5225,0.2960,0.3200
M,0.5350,0.4150,0.1350,0.7800,0.3165,0.1690,0.2365
M,0.4550,0.3450,0.1500,0.5795,0.1685,0.1250,0.2150
I,0.2950,0.2200,0.0850,0.1285,0.0585,0.0270,0.0365
M,0.7250,0.5700,0.1900,2.5500,1.0705,0.4830,0.7250
I,0.2000,0.1450,0.0500,0.0360,0.0125,0.0080,0.0110
F,0.5400,0.4750,0.1550,0.9280,0.3940,0.1940,0.2600
F,0.5700,0.4650,0.1800,0.9995,0.4050,0.2770,0.2950
M,0.3550,0.2900,0.0900,0.3275,0.1340,0.0860,0.0900
I,0.5550,0.4350,0.1450,0.6975,0.2620,0.1575,0.2400
F,0.5900,0.4550,0.1450,1.0630,0.5155,0.2445,0.2500
I,0.4350,0.3250,0.1050,0.3350,0.1360,0.0650,0.1150
M,0.5200,0.3900,0.1200,0.6435,0.2885,0.1570,0.1610
M,0.4200,0.3450,0.1050,0.4300,0.1750,0.0960,0.1300
F,0.5450,0.4150,0.1600,0.7715,0.2720,0.1455,0.2765
M,0.6300,0.5150,0.1600,1.0160,0.4215,0.2440,0.3550
F,0.6500,0.5250,0.1650,1.2380,0.6470,0.2485,0.3005
M,0.5450,0.4500,0.1600,0.8615,0.2925,0.1545,0.3650
I,0.4750,0.3750,0.1100,0.4560,0.1820,0.0990,0.1600
F,0.5650,0.4400,0.1600,0.9150,0.3540,0.1935,0.3200
F,0.5400,0.4150,0.1500,0.8115,0.3875,0.1875,0.2035
F,0.6200,0.4650,0.1400,1.0110,0.4790,0.2385,0.2550
F,0.5500,0.4300,0.1250,0.9230,0.4035,0.1750,0.2830
I,0.4400,0.3250,0.1100,0.4965,0.2580,0.1195,0.1075
F,0.4900,0.4000,0.1150,0.5690,0.2560,0.1325,0.1450
M,0.6600,0.5300,0.1700,1.3905,0.5905,0.2120,0.4530
F,0.4300,0.3400,0.1200,0.3910,0.1555,0.0950,0.1405
F,0.6950,0.5500,0.1600,1.6365,0.6940,0.3005,0.4400
M,0.5200,0.3950,0.1250,0.5815,0.2565,0.1265,0.1700
M,0.6950,0.5500,0.2150,1.9565,0.7125,0.5410,0.5900
I,0.4400,0.3400,0.1050,0.3440,0.1230,0.0810,0.1250
I,0.2100,0.1500,0.0450,0.0400,0.0135,0.0080,0.0105
M,0.6050,0.4900,0.1650,1.1245,0.4920,0.2220,0.3555
I,0.4400,0.3550,0.1200,0.4950,0.2310,0.1100,0.1250
F,0.5600,0.4350,0.1850,1.1060,0.4220,0.2435,0.3300
F,0.5500,0.4650,0.1800,1.2125,0.3245,0.2050,0.5250
I,0.4950,0.3750,0.1150,0.5070,0.2410,0.1030,0.1500
F,0.3500,0.2650,0.0900,0.1855,0.0745,0.0415,0.0600
M,0.6400,0.5000,0.1850,1.3035,0.4445,0.2635,0.4650
F,0.5900,0.4150,0.1500,0.8805,0.3645,0.2340,0.2350
M,0.6550,0.5200,0.1650,1.4095,0.5860,0.2910,0.4050
F,0.5950,0.4600,0.1600,0.9210,0.4005,0.2025,0.2875
F,0.4950,0.4000,0.1550,0.6445,0.2420,0.1325,0.2050
F,0.6650,0.5350,0.1900,1.4960,0.5775,0.2815,0.4750
I,0.2750,0.2050,0.0700,0.1055,0.4950,0.0190,0.0315
M,0.5650,0.4400,0.1150,0.9185,0.4040,0.1785,0.2900
M,0.6600,0.5350,0.1900,1.5905,0.6425,0.2970,0.5175
F,0.4450,0.3350,0.1100,0.4355,0.2025,0.1095,0.1195
M,0.2700,0.1950,0.0700,0.1060,0.0465,0.0180,0.0360
F,0.5250,0.4150,0.1700,0.8325,0.2755,0.1685,0.3100
I,0.4200,0.3450,0.1150,0.3435,0.1515,0.0795,0.1150
F,0.6050,0.4600,0.1700,1.1220,0.3470,0.3045,0.3150
F,0.6300,0.4750,0.1750,1.4230,0.4155,0.3385,0.4900
M,0.3600,0.2950,0.1050,0.2410,0.0865,0.0530,0.0950
F,0.5350,0.4450,0.1250,0.8725,0.4170,0.1990,0.2400
M,0.7000,0.5350,0.1600,1.7255,0.6300,0.2635,0.5400
M,0.6500,0.5000,0.1400,1.2380,0.6165,0.2355,0.3200
F,0.6300,0.4800,0.1650,1.2615,0.5505,0.2770,0.3885
M,0.7250,0.5700,0.1900,2.3305,1.2530,0.5410,0.5200
M,0.6200,0.4900,0.1550,1.1000,0.5050,0.2475,0.3100
F,0.4350,0.3500,0.1200,0.4585,0.1920,0.1000,0.1300
F,0.5750,0.4600,0.1600,1.1030,0.5380,0.2210,0.2490
I,0.5600,0.4200,0.1400,0.8370,0.4140,0.2140,0.2000
F,0.7500,0.6150,0.2050,2.2635,0.8210,0.4230,0.7260
F,0.5650,0.4400,0.1550,0.9395,0.4275,0.2140,0.2700
I,0.2650,0.1950,0.0550,0.0840,0.0365,0.0175,0.0250
F,0.5500,0.4300,0.1550,0.7850,0.2890,0.2270,0.2330
I,0.4150,0.3350,0.1000,0.3580,0.1690,0.0670,0.1050
I,0.4800,0.3500,0.1000,0.5190,0.2365,0.1275,0.1260
M,0.5900,0.4750,0.1550,0.8570,0.3560,0.1740,0.2800
F,0.4000,0.3200,0.1100,0.3530,0.1405,0.0985,0.1000
F,0.4700,0.3500,0.1150,0.4870,0.1955,0.1270,0.1550
M,0.4950,0.4000,0.1400,0.7775,0.2015,0.1800,0.2500
M,0.4600,0.3750,0.1300,0.5735,0.2505,0.1190,0.1950
I,0.2700,0.2050,0.0500,0.0840,0.0300,0.0185,0.0290
I,0.3600,0.2800,0.0900,0.2255,0.0885,0.0400,0.0900
I,0.5050,0.3900,0.1850,0.6125,0.2670,0.1420,0.1720
I,0.4650,0.3550,0.1050,0.4420,0.2085,0.0975,0.1185
M,0.6800,0.5150,0.1600,1.2345,0.6180,0.2625,0.3250
I,0.3950,0.2900,0.0950,0.3190,0.1380,0.0800,0.0820
F,0.6500,0.5650,0.2000,1.6645,0.7530,0.3670,0.4300
F,0.5650,0.4900,0.1550,0.9245,0.4050,0.2195,0.2550
M,0.1550,0.1150,0.0250,0.0240,0.0090,0.0050,0.0075
I,0.2850,0.2100,0.0700,0.1090,0.0440,0.0265,0.0330
M,0.5500,0.4200,0.1700,0.8465,0.3360,0.2405,0.2450
M,0.6400,0.5050,0.1550,1.1955,0.5565,0.2110,0.3460
F,0.7200,0.5600,0.1750,1.7265,0.6370,0.3415,0.5250
I,0.4350,0.3400,0.1100,0.3795,0.1495,0.0850,0.1200
M,0.5750,0.4800,0.1500,0.9465,0.4355,0.2605,0.2505
M,0.5900,0.4750,0.1400,0.9770,0.4625,0.2025,0.2750
M,0.6500,0.5100,0.1550,1.4070,0.7215,0.2980,0.3350
F,0.5900,0.4750,0.1550,0.9715,0.3710,0.2350,0.2800
F,0.4550,0.3500,0.1400,0.5725,0.1965,0.1325,0.1750
M,0.4000,0.3050,0.1300,0.2935,0.0960,0.0675,0.1050
I,0.2950,0.2250,0.0900,0.1105,0.0405,0.0245,0.0320
M,0.5050,0.4000,0.1550,0.8415,0.2715,0.1775,0.2850
I,0.5500,0.4250,0.1550,0.8725,0.4120,0.1870,0.2425
M,0.3850,0.2750,0.1150,0.2685,0.0975,0.0825,0.0850
F,0.5300,0.4250,0.1300,0.7585,0.3250,0.1970,0.2050
I,0.4700,0.3750,0.1250,0.5225,0.2265,0.1040,0.1620
M,0.6800,0.5300,0.2050,1.4960,0.5825,0.3370,0.4650
I,0.5050,0.3850,0.1250,0.5960,0.2450,0.0970,0.2100
I,0.3550,0.2800,0.1000,0.2275,0.0935,0.0455,0.0850
I,0.2400,0.1700,0.0500,0.0545,0.0205,0.0160,0.0155
F,0.6400,0.5400,0.1750,1.5710,0.6270,0.2710,0.4750
M,0.4750,0.3600,0.1400,0.5135,0.2410,0.1045,0.1550
F,0.5700,0.4200,0.1600,0.8875,0.4315,0.1915,0.2230
M,0.6400,0.5250,0.2000,1.3765,0.4400,0.3075,0.4700
I,0.3050,0.2300,0.0750,0.1455,0.0595,0.0305,0.0500
M,0.4250,0.3250,0.0950,0.3785,0.1705,0.0800,0.1000
F,0.5650,0.4500,0.1750,1.2365,0.5305,0.2455,0.3080
I,0.4300,0.3200,0.1100,0.3675,0.1675,0.1020,0.1050
F,0.5800,0.4750,0.1550,0.9740,0.4305,0.2300,0.2850
M,0.6300,0.5050,0.1550,1.1050,0.4920,0.2260,0.3250
F,0.7100,0.5450,0.1750,1.9070,0.8725,0.4565,0.4750
F,0.4900,0.3850,0.1600,0.6560,0.2455,0.1710,0.2050
M,0.5950,0.4600,0.1700,1.1295,0.5700,0.2555,0.2650
M,0.4750,0.3850,0.1450,0.6175,0.2350,0.1080,0.2150
M,0.4750,0.3600,0.1200,0.5780,0.2825,0.1200,0.1700
F,0.5050,0.4050,0.1800,0.6060,0.2390,0.1235,0.1800
M,0.4150,0.3250,0.1400,0.4170,0.1535,0.1015,0.1440
F,0.6550,0.5050,0.1750,1.2905,0.6205,0.2965,0.3260
M,0.5750,0.4350,0.1300,1.0105,0.3680,0.2220,0.3200
M,0.4750,0.3750,0.1200,0.5630,0.2525,0.1205,0.1850
I,0.3850,0.2800,0.1000,0.2755,0.1305,0.0610,0.0725
